time,velo,accel,current,power
0.011,0.0,0.0,0.0,0.0
0.022,0.0,0.0,0.0,0.0
0.031,0.0,0.0,0.0,0.0
0.038,0.0,0.0,0.0,0.0
0.046,0.0,0.0,0.0,0.0
0.053,0.0,0.0,0.003,0.0
0.064,0.0,0.0,0.0,0.0
0.073,0.0,0.0,0.0,0.0
0.082,0.0,0.0,0.0,0.0
0.09,0.0,0.0,0.0,0.0
0.097,0.0,0.0,0.0,0.0
0.104,0.0,0.0,0.0,0.0
0.111,0.0,0.0,0.0,0.0
0.118,0.0,0.0,0.0,0.0
0.125,0.0,0.0,0.0,0.0
0.132,0.0,0.0,0.0,0.0
0.139,0.0,0.0,0.0,0.0
0.147,0.0,0.0,0.0,0.0
0.155,0.0,0.0,0.0,0.0
0.162,0.0,0.0,0.0,0.0
0.168,0.0,0.0,0.0,0.0
0.175,0.0,0.0,0.003,0.0
0.181,0.0,0.0,0.003,0.0
0.188,0.0,0.0,0.0,0.0
0.194,0.0,0.0,0.0,0.0
0.201,0.0,0.0,0.0,0.0
0.207,0.0,0.0,0.0,0.0
0.213,0.0,0.0,0.0,0.0
0.219,0.0,0.0,0.0,0.0
0.226,0.0,0.0,0.0,0.0
0.235,0.0,0.0,0.0,0.0
0.242,0.0,0.0,0.0,0.0
0.249,0.0,0.0,0.0,0.0
0.255,0.0,0.0,0.0,0.0
0.261,0.0,0.0,0.0,0.0
0.267,0.0,0.0,0.0,0.0
0.276,0.0,0.0,0.0,0.0
0.283,0.0,0.0,0.0,0.0
0.289,0.0,0.0,0.0,0.0
0.295,0.0,0.0,0.003,0.0
0.301,0.0,0.0,0.003,0.0
0.307,0.0,0.0,0.0,0.0
0.314,0.0,0.0,0.0,0.0
0.321,0.0,0.0,0.0,0.0
0.329,0.0,0.0,0.0,0.0
0.336,0.0,0.0,0.0,0.0
0.344,0.0,0.0,0.0,0.0
0.35,0.0,0.0,0.0,0.0
0.356,0.0,0.0,0.0,0.0
0.362,0.0,0.0,0.0,0.0
0.369,0.0,0.0,0.0,0.0
0.375,0.0,0.0,0.0,0.0
0.381,0.0,0.0,0.0,0.0
0.388,0.0,0.0,0.0,0.0
0.394,0.0,0.0,0.0,0.0
0.401,0.0,0.0,0.0,0.0
0.407,0.0,0.0,0.0,0.0
0.413,0.0,0.0,0.0,0.0
0.421,0.0,0.0,0.0,0.0
0.427,0.0,0.0,0.0,0.0
0.433,0.0,0.0,0.0,0.0
0.439,0.0,0.0,0.0,0.0
0.445,0.0,0.0,0.0,0.0
0.451,0.0,0.0,0.0,0.0
0.457,0.0,0.0,0.0,0.0
0.463,0.0,0.0,0.003,0.0
0.469,0.0,0.0,0.003,0.0
0.475,0.0,0.0,0.0,0.0
0.482,0.0,0.0,0.0,0.0
0.489,0.0,0.0,0.0,0.0
0.495,0.0,0.0,0.0,0.0
0.502,0.0,0.0,0.0,0.0
0.513,0.0,0.0,0.0,0.0
0.519,0.0,0.0,0.0,0.0
0.525,0.0,0.0,0.0,0.0
0.533,0.0,0.0,0.0,0.0
0.539,0.0,0.0,0.0,0.0
0.546,0.0,0.0,0.0,0.0
0.552,0.0,0.0,0.003,0.0
0.559,0.0,0.0,0.003,0.0
0.567,0.0,0.0,0.0,0.0
0.573,0.0,0.0,0.0,0.0
0.58,0.0,0.0,0.0,0.0
0.586,0.0,0.0,0.0,0.0
0.595,0.0,0.0,0.0,0.0
0.603,0.0,0.0,0.0,0.0
0.61,0.0,0.0,0.0,0.0
0.617,0.0,0.0,0.003,0.0
0.623,0.0,0.0,0.003,0.0
0.631,0.0,0.0,0.003,0.0
0.638,0.0,0.0,0.0,0.0
0.644,0.0,0.0,0.0,0.0
0.651,0.0,0.0,0.0,0.0
0.657,0.0,0.0,0.0,0.0
0.663,0.0,0.0,0.0,0.0
0.668,0.0,0.0,0.0,0.0
0.674,0.0,0.0,0.0,0.0
0.68,0.0,0.0,0.0,0.0
0.686,0.0,0.0,0.0,0.0
0.691,0.0,0.0,0.0,0.0
0.697,0.0,0.0,0.003,0.0
0.703,0.0,0.0,0.0,0.0
0.709,0.0,0.0,0.0,0.0
0.716,0.0,0.0,0.003,0.0
0.722,0.0,0.0,0.003,0.0
0.729,0.0,0.0,0.0,0.0
0.735,0.0,0.0,0.003,0.0
0.742,0.0,0.0,0.0,0.0
0.749,0.0,0.0,0.0,0.0
0.755,0.0,0.0,0.0,0.0
0.762,0.0,0.0,0.0,0.0
0.769,0.0,0.0,0.0,0.0
0.775,0.0,0.0,0.003,0.0
0.784,0.0,0.0,0.003,0.0
0.791,0.0,0.0,0.003,0.0
0.797,0.0,0.0,0.0,0.0
0.804,0.0,0.0,0.0,0.0
0.811,0.0,0.0,0.0,0.0
0.817,0.0,0.0,0.0,0.0
0.825,0.0,0.0,0.0,0.0
0.833,0.0,0.0,0.0,0.0
0.841,0.0,0.0,0.0,0.0
0.849,0.0,0.0,0.0,0.0
0.856,0.0,0.0,0.0,0.0
0.862,0.0,0.0,0.0,0.0
0.872,0.0,0.0,0.0,0.0
0.878,0.0,0.0,0.0,0.0
0.884,0.0,0.0,0.0,0.0
0.891,0.0,0.0,0.0,0.0
0.897,0.0,0.0,0.0,0.0
0.903,0.0,0.0,0.0,0.0
0.91,0.0,0.0,0.0,0.0
0.917,0.0,0.0,0.0,0.0
0.923,0.0,0.0,0.0,0.0
0.93,0.0,0.0,0.0,0.0
0.937,0.0,0.0,0.0,0.0
0.943,0.0,0.0,0.0,0.0
0.95,0.0,0.0,0.0,0.0
0.956,0.0,0.0,0.0,0.0
0.963,0.0,0.0,0.0,0.0
0.969,0.0,0.0,0.0,0.0
0.976,0.0,0.0,0.0,0.0
0.982,0.0,0.0,0.0,0.0
0.99,0.0,0.0,0.0,0.0
0.997,0.0,0.0,0.0,0.0
1.004,0.0,0.0,0.0,0.0
1.01,0.0,0.0,0.0,0.0
1.019,0.0,0.0,0.0,0.0
1.025,0.0,0.0,0.0,0.0
1.031,0.0,0.0,0.0,0.0
1.039,0.0,0.0,0.0,0.0
1.046,0.0,0.0,0.0,0.0
1.052,0.0,0.0,0.0,0.0
1.059,0.0,0.0,0.0,0.0
1.065,0.0,0.0,0.0,0.0
1.072,0.0,0.0,0.0,0.0
1.079,0.0,0.0,0.0,0.0
1.086,0.0,0.0,0.0,0.0
1.093,0.0,0.0,0.0,0.0
1.101,0.0,0.0,0.0,0.0
1.108,0.0,0.0,0.0,0.0
1.115,0.0,0.0,0.0,0.0
1.121,0.0,0.0,0.0,0.0
1.127,0.0,0.0,0.0,0.0
1.134,0.0,0.0,0.0,0.0
1.14,0.0,0.0,0.0,0.0
1.146,0.0,0.0,0.0,0.0
1.152,0.0,0.0,0.0,0.0
1.158,0.0,0.0,0.0,0.0
1.164,0.0,0.0,0.0,0.0
1.171,0.0,0.0,0.0,0.0
1.177,0.0,0.0,0.0,0.0
1.183,0.0,0.0,0.0,0.0
1.19,0.0,0.0,0.0,0.0
1.195,0.0,0.0,0.0,0.0
1.202,0.0,0.0,0.0,0.0
1.208,0.0,0.0,0.0,0.0
1.214,0.0,0.0,0.0,0.0
1.22,0.0,0.0,0.0,0.0
1.226,0.0,0.0,0.0,0.0
1.233,0.0,0.0,0.0,0.0
1.239,0.0,0.0,0.0,0.0
1.245,0.0,0.0,0.0,0.0
1.251,0.0,0.0,0.0,0.0
1.257,0.0,0.0,0.0,0.0
1.263,0.0,0.0,0.0,0.0
1.269,0.0,0.0,0.0,0.0
1.275,0.0,0.0,0.0,0.0
1.281,0.0,0.0,0.0,0.0
1.287,0.0,0.0,0.0,0.0
1.295,0.0,0.0,0.0,0.0
1.301,0.0,0.0,0.0,0.0
1.307,0.0,0.0,0.003,0.0
1.313,0.0,0.0,0.0,0.0
1.319,0.0,0.0,0.0,0.0
1.325,0.0,0.0,0.0,0.0
1.333,0.0,0.0,0.0,0.0
1.339,0.0,0.0,0.0,0.0
1.346,0.0,0.0,0.003,0.0
1.354,0.0,0.0,0.0,0.0
1.361,0.0,0.0,0.0,0.0
1.368,0.0,0.0,0.0,0.0
1.374,0.0,0.0,0.0,0.0
1.38,0.0,0.0,0.0,0.0
1.386,0.0,0.0,0.0,0.0
1.391,0.0,0.0,0.0,0.0
1.397,0.0,0.0,0.0,0.0
1.403,0.0,0.0,0.0,0.0
1.408,0.0,0.0,0.0,0.0
1.413,0.0,0.0,0.0,0.0
1.419,0.0,0.0,0.0,0.0
1.424,0.0,0.0,0.0,0.0
1.43,0.0,0.0,0.0,0.0
1.435,0.0,0.0,0.0,0.0
1.44,0.0,0.0,0.0,0.0
1.445,0.0,0.0,0.0,0.0
1.452,0.0,0.0,0.0,0.0
1.458,0.0,0.0,0.0,0.0
1.464,0.0,0.0,0.0,0.0
1.47,0.0,0.0,0.0,0.0
1.476,0.0,0.0,0.0,0.0
1.481,0.0,0.0,0.0,0.0
1.487,0.0,0.0,0.0,0.0
1.493,0.0,0.0,0.0,0.0
1.498,0.0,0.0,0.0,0.0
1.504,0.0,0.0,0.003,0.0
1.511,0.0,0.0,0.003,0.0
1.516,0.0,0.0,0.0,0.0
1.525,0.0,0.0,0.0,0.0
1.531,0.0,0.0,0.0,0.0
1.537,0.0,0.0,0.0,0.0
1.542,0.0,0.0,0.0,0.0
1.552,0.0,0.0,0.003,0.0
1.557,0.0,0.0,0.0,0.0
1.564,0.0,0.0,0.0,0.0
1.57,0.0,0.0,0.0,0.0
1.575,0.0,0.0,0.0,0.0
1.581,0.0,0.0,0.0,0.0
1.588,0.0,0.0,0.0,0.0
1.594,0.0,0.0,0.0,0.0
1.602,0.0,0.0,0.0,0.0
1.608,0.0,0.0,0.0,0.0
1.614,0.0,0.0,0.0,0.0
1.62,0.0,0.0,0.0,0.0
1.626,0.0,0.0,0.0,0.0
1.631,0.0,0.0,0.0,0.0
1.637,0.0,0.0,0.0,0.0
1.643,0.0,0.0,0.0,0.0
1.648,0.0,0.0,0.0,0.0
1.653,0.0,0.0,0.0,0.0
1.659,0.0,0.0,0.0,0.0
1.664,0.0,0.0,0.0,0.0
1.67,0.0,0.0,0.0,0.0
1.675,0.0,0.0,0.0,0.0
1.681,0.0,0.0,0.0,0.0
1.687,0.0,0.0,0.0,0.0
1.693,0.0,0.0,0.0,0.0
1.698,0.0,0.0,0.0,0.0
1.704,0.0,0.0,0.0,0.0
1.711,0.0,0.0,0.0,0.0
1.717,0.0,0.0,0.0,0.0
1.723,0.0,0.0,0.0,0.0
1.729,0.0,0.0,0.0,0.0
1.735,0.0,0.0,0.0,0.0
1.741,0.0,0.0,0.0,0.0
1.747,0.0,0.0,0.0,0.0
1.753,0.0,0.0,0.0,0.0
1.758,0.0,0.0,0.0,0.0
1.764,0.0,0.0,0.0,0.0
1.769,0.0,0.0,0.0,0.0
1.774,0.0,0.0,0.0,0.0
1.779,0.0,0.0,0.0,0.0
1.785,0.0,0.0,0.0,0.0
1.79,0.0,0.0,0.0,0.0
1.795,0.0,0.0,0.0,0.0
1.8,0.0,0.0,0.0,0.0
1.808,0.0,0.0,0.0,0.0
1.813,0.0,0.0,0.0,0.0
1.819,0.0,0.0,0.0,0.0
1.825,0.0,0.0,0.0,0.0
1.832,0.0,0.0,0.0,0.0
1.838,0.0,0.0,0.0,0.0
1.845,0.0,0.0,0.0,0.0
1.852,0.0,0.0,0.0,0.0
1.858,0.0,0.0,0.0,0.0
1.865,0.0,0.0,0.0,0.0
1.871,0.0,0.0,0.003,0.0
1.876,0.0,0.0,0.0,0.0
1.882,0.0,0.0,0.0,0.0
1.888,0.0,0.0,0.0,0.0
1.894,0.0,0.0,0.0,0.0
1.9,0.0,0.0,0.0,0.0
1.905,0.0,0.0,0.0,0.0
1.911,0.0,0.0,0.0,0.0
1.917,0.0,0.0,0.0,0.0
1.923,0.0,0.0,0.0,0.0
1.929,0.0,0.0,0.0,0.0
1.935,0.0,0.0,0.0,0.0
1.94,0.0,0.0,0.0,0.0
1.948,0.0,0.0,0.0,0.0
1.953,0.0,0.0,0.0,0.0
1.958,0.0,0.0,0.0,0.0
1.964,0.0,0.0,0.0,0.0
1.97,0.0,0.0,0.0,0.0
1.976,0.0,0.0,0.0,0.0
1.981,0.0,0.0,0.0,0.0
1.987,0.0,0.0,0.0,0.0
1.993,0.0,0.0,0.0,0.0
1.998,0.0,0.0,0.0,0.0
2.004,0.0,0.0,0.0,0.0
2.009,0.0,0.0,0.0,0.0
2.015,0.0,0.0,0.0,0.0
2.021,0.0,0.0,0.0,0.0
2.029,0.0,0.0,0.0,0.0
2.035,0.0,0.0,0.0,0.0
2.041,0.0,0.0,0.0,0.0
2.046,0.0,0.0,0.0,0.0
2.052,0.0,0.0,0.003,0.0
2.057,0.0,0.0,0.003,0.0
2.065,0.0,0.0,0.0,0.0
2.071,0.0,0.0,0.0,0.0
2.077,0.0,0.0,0.0,0.0
2.082,0.0,0.0,0.0,0.0
2.088,0.0,0.0,0.0,0.0
2.094,0.0,0.0,0.0,0.0
2.1,0.0,0.0,0.003,0.0
2.106,0.0,0.0,0.003,0.0
2.113,0.0,0.0,0.0,0.0
2.119,0.0,0.0,0.0,0.0
2.124,0.0,0.0,0.0,0.0
2.13,0.0,0.0,0.0,0.0
2.136,0.0,0.0,0.0,0.0
2.141,0.0,0.0,0.0,0.0
2.147,0.0,0.0,0.0,0.0
2.152,0.0,0.0,0.0,0.0
2.158,0.0,0.0,0.0,0.0
2.163,0.0,0.0,0.0,0.0
2.169,0.0,0.0,0.0,0.0
2.174,0.0,0.0,0.0,0.0
2.18,0.0,0.0,0.0,0.0
2.185,0.0,0.0,0.0,0.0
2.192,0.0,0.0,0.0,0.0
2.198,0.0,0.0,0.0,0.0
2.204,0.0,0.0,0.0,0.0
2.21,0.0,0.0,0.0,0.0
2.217,0.0,0.0,0.003,0.0
2.223,0.0,0.0,0.003,0.0
2.229,0.0,0.0,0.0,0.0
2.235,0.0,0.0,0.0,0.0
2.242,0.0,0.0,0.0,0.0
2.247,0.0,0.0,0.0,0.0
2.253,0.0,0.0,0.0,0.0
2.26,0.0,0.0,0.0,0.0
2.266,0.0,0.0,0.0,0.0
2.272,0.0,0.0,0.0,0.0
2.278,0.0,0.0,0.0,0.0
2.284,0.0,0.0,0.0,0.0
2.29,0.0,0.0,0.0,0.0
2.297,0.0,0.0,0.0,0.0
2.303,0.0,0.0,0.0,0.0
2.31,0.0,0.0,0.0,0.0
2.318,0.0,0.0,0.003,0.0
2.325,0.0,0.0,0.003,0.0
2.331,0.0,0.0,0.0,0.0
2.337,0.0,0.0,0.0,0.0
2.345,0.0,0.0,0.0,0.0
2.351,0.0,0.0,0.0,0.0
2.358,0.0,0.0,0.0,0.0
2.365,0.0,0.0,0.0,0.0
2.372,0.0,0.0,0.0,0.0
2.379,0.0,0.0,0.0,0.0
2.388,0.0,0.0,0.0,0.0
2.395,0.0,0.0,0.0,0.0
2.401,0.0,0.0,0.0,0.0
2.407,0.0,0.0,0.003,0.0
2.414,0.0,0.0,0.003,0.0
2.42,0.0,0.0,0.0,0.0
2.426,0.0,0.0,0.0,0.0
2.433,0.0,0.0,0.0,0.0
2.441,0.0,0.0,0.0,0.0
2.446,0.0,0.0,0.0,0.0
2.452,0.0,0.0,0.0,0.0
2.458,0.0,0.0,0.0,0.0
2.463,0.0,0.0,0.0,0.0
2.468,0.0,0.0,0.0,0.0
2.473,0.0,0.0,0.0,0.0
2.478,0.0,0.0,0.0,0.0
2.484,0.0,0.0,0.0,0.0
2.489,0.0,0.0,0.0,0.0
2.495,0.0,0.0,0.0,0.0
2.501,0.0,0.0,0.0,0.0
2.506,0.0,0.0,0.0,0.0
2.511,0.0,0.0,0.0,0.0
2.516,0.0,0.0,0.0,0.0
2.522,0.0,0.0,0.003,0.0
2.527,0.0,0.0,0.0,0.0
2.536,0.0,0.0,0.0,0.0
2.542,0.0,0.0,0.0,0.0
2.548,0.0,0.0,0.0,0.0
2.555,0.0,0.0,0.0,0.0
2.562,0.0,0.0,0.0,0.0
2.567,0.0,0.0,0.0,0.0
2.575,0.0,0.0,0.0,0.0
2.58,0.0,0.0,0.0,0.0
2.586,0.0,0.0,0.0,0.0
2.592,0.0,0.0,0.0,0.0
2.597,0.0,0.0,0.0,0.0
2.604,0.0,0.0,0.0,0.0
2.615,0.0,0.0,0.0,0.0
2.621,0.0,0.0,0.0,0.0
2.628,0.0,0.0,0.0,0.0
2.634,0.0,0.0,0.0,0.0
2.639,0.0,0.0,0.0,0.0
2.645,0.0,0.0,0.0,0.0
2.651,0.0,0.0,0.0,0.0
2.656,0.0,0.0,0.0,0.0
2.662,0.0,0.0,0.0,0.0
2.668,0.0,0.0,0.0,0.0
2.674,0.0,0.0,0.0,0.0
2.681,0.0,0.0,0.0,0.0
2.686,0.0,0.0,0.0,0.0
2.692,0.0,0.0,0.0,0.0
2.697,0.0,0.0,0.0,0.0
2.703,0.0,0.0,0.0,0.0
2.709,0.0,0.0,0.0,0.0
2.715,0.0,0.0,0.0,0.0
2.72,0.0,0.0,0.0,0.0
2.726,0.0,0.0,0.0,0.0
2.731,0.0,0.0,0.0,0.0
2.737,0.0,0.0,0.0,0.0
2.742,0.0,0.0,0.0,0.0
2.748,0.0,0.0,0.0,0.0
2.753,0.0,0.0,0.0,0.0
2.759,0.0,0.0,0.003,0.0
2.765,0.0,0.0,0.003,0.0
2.77,0.0,0.0,0.0,0.0
2.775,0.0,0.0,0.0,0.0
2.781,0.0,0.0,0.003,0.0
2.788,0.0,0.0,0.003,0.0
2.793,0.0,0.0,0.0,0.0
2.799,0.0,0.0,0.0,0.0
2.804,0.0,0.0,0.0,0.0
2.81,0.0,0.0,0.0,0.0
2.816,0.0,0.0,0.0,0.0
2.822,0.0,0.0,0.0,0.0
2.829,0.0,0.0,0.0,0.0
2.835,0.0,0.0,0.0,0.0
2.841,0.0,0.0,0.0,0.0
2.847,0.0,0.0,0.0,0.0
2.853,0.0,0.0,0.0,0.0
2.859,0.0,0.0,0.0,0.0
2.866,0.0,0.0,0.0,0.0
2.871,0.0,0.0,0.0,0.0
2.878,0.0,0.0,0.0,0.0
2.884,0.0,0.0,0.0,0.0
2.889,0.0,0.0,0.0,0.0
2.895,0.0,0.0,0.0,0.0
2.901,0.0,0.0,0.0,0.0
2.908,0.0,0.0,0.0,0.0
2.913,0.0,0.0,0.0,0.0
2.918,0.0,0.0,0.0,0.0
2.924,0.0,0.0,0.0,0.0
2.929,0.0,0.0,0.0,0.0
2.935,0.0,0.0,0.0,0.0
2.94,0.0,0.0,0.0,0.0
2.945,0.0,0.0,0.0,0.0
2.95,0.0,0.0,0.0,0.0
2.956,0.0,0.0,0.0,0.0
2.961,0.0,0.0,0.0,0.0
2.967,0.0,0.0,0.0,0.0
2.972,0.0,0.0,0.0,0.0
2.977,0.0,0.0,0.0,0.0
2.983,0.0,0.0,0.0,0.0
2.988,0.0,0.0,0.0,0.0
2.993,0.0,0.0,0.0,0.0
2.998,0.0,0.0,0.0,0.0
3.004,0.0,0.0,0.0,0.0
3.01,0.0,0.0,0.0,0.0
3.016,0.0,0.0,0.0,0.0
3.025,0.0,0.0,0.0,0.0
3.031,0.0,0.0,0.0,0.0
3.042,0.0,0.0,0.0,0.0
3.047,0.0,0.0,0.0,0.0
3.053,0.0,0.0,0.0,0.0
3.059,0.0,0.0,0.0,0.0
3.064,0.0,0.0,0.0,0.0
3.069,0.0,0.0,0.0,0.0
3.074,0.0,0.0,0.0,0.0
3.082,0.0,0.0,0.0,0.0
3.087,0.0,0.0,0.0,0.0
3.092,0.0,0.0,0.0,0.0
3.098,0.0,0.0,0.0,0.0
3.105,0.0,0.0,0.0,0.0
3.112,0.0,0.0,0.0,0.0
3.119,0.0,0.0,0.0,0.0
3.126,0.0,0.0,0.0,0.0
3.131,0.0,0.0,0.0,0.0
3.137,0.0,0.0,0.0,0.0
3.142,0.0,0.0,0.0,0.0
3.147,0.0,0.0,0.0,0.0
3.153,0.0,0.0,0.0,0.0
3.158,0.0,0.0,0.0,0.0
3.165,0.0,0.0,0.0,0.0
3.17,0.0,0.0,0.0,0.0
3.175,0.0,0.0,0.0,0.0
3.183,0.0,0.0,0.0,0.0
3.189,0.0,0.0,0.0,0.0
3.196,0.0,0.0,0.0,0.0
3.202,0.0,0.0,0.0,0.0
3.208,0.0,0.0,0.0,0.0
3.213,0.0,0.0,0.0,0.0
3.219,0.0,0.0,0.0,0.0
3.224,0.0,0.0,0.0,0.0
3.23,0.0,0.0,0.0,0.0
3.235,0.0,0.0,0.0,0.0
3.24,0.0,0.0,0.0,0.0
3.245,0.0,0.0,0.0,0.0
3.251,0.0,0.0,0.0,0.0
3.256,0.0,0.0,0.0,0.0
3.261,0.0,0.0,0.0,0.0
3.268,0.0,0.0,0.0,0.0
3.273,0.0,0.0,0.0,0.0
3.278,0.0,0.0,0.0,0.0
3.284,0.0,0.0,0.003,0.0
3.289,0.0,0.0,0.003,0.0
3.294,0.0,0.0,0.0,0.0
3.299,0.0,0.0,0.0,0.0
3.304,0.0,0.0,0.0,0.0
3.31,0.0,0.0,0.0,0.0
3.315,0.0,0.0,0.0,0.0
3.32,0.0,0.0,0.0,0.0
3.325,0.0,0.0,0.0,0.0
3.33,0.0,0.0,0.0,0.0
3.339,0.0,0.0,0.0,0.0
3.344,0.0,0.0,0.0,0.0
3.35,0.0,0.0,0.0,0.0
3.355,0.0,0.0,0.0,0.0
3.361,0.0,0.0,0.0,0.0
3.368,0.0,0.0,0.0,0.0
3.373,0.0,0.0,0.0,0.0
3.379,0.0,0.0,0.0,0.0
3.385,0.0,0.0,0.0,0.0
3.393,0.0,0.0,0.0,0.0
3.398,0.0,0.0,0.0,0.0
3.403,0.0,0.0,0.003,0.0
3.412,0.0,0.0,0.003,0.0
3.417,0.0,0.0,0.0,0.0
3.423,0.0,0.0,0.0,0.0
3.429,0.0,0.0,0.0,0.0
3.434,0.0,0.0,0.0,0.0
3.44,0.0,0.0,0.0,0.0
3.445,0.0,0.0,0.0,0.0
3.45,0.0,0.0,0.0,0.0
3.455,0.0,0.0,0.0,0.0
3.46,0.0,0.0,0.0,0.0
3.465,0.0,0.0,0.0,0.0
3.47,0.0,0.0,0.0,0.0
3.475,0.0,0.0,0.0,0.0
3.48,0.0,0.0,0.0,0.0
3.485,0.0,0.0,0.0,0.0
3.49,0.0,0.0,0.0,0.0
3.495,0.0,0.0,0.0,0.0
3.5,0.0,0.0,0.0,0.0
3.505,0.0,0.0,0.0,0.0
3.511,0.0,0.0,0.0,0.0
3.516,0.0,0.0,0.0,0.0
3.521,0.0,0.0,0.0,0.0
3.526,0.0,0.0,0.0,0.0
3.531,0.0,0.0,0.0,0.0
3.537,0.0,0.0,0.0,0.0
3.544,0.0,0.0,0.0,0.0
3.55,0.0,0.0,0.0,0.0
3.555,0.0,0.0,0.0,0.0
3.56,0.0,0.0,0.0,0.0
3.565,0.0,0.0,0.0,0.0
3.57,0.0,0.0,0.0,0.0
3.575,0.0,0.0,0.0,0.0
3.58,0.0,0.0,0.0,0.0
3.586,0.0,0.0,0.0,0.0
3.593,0.0,0.0,0.0,0.0
3.598,0.0,0.0,0.0,0.0
3.604,0.0,0.0,0.0,0.0
3.609,0.0,0.0,0.0,0.0
3.614,0.0,0.0,0.0,0.0
3.62,0.0,0.0,0.0,0.0
3.626,0.0,0.0,0.0,0.0
3.632,0.0,0.0,0.0,0.0
3.637,0.0,0.0,0.0,0.0
3.643,0.0,0.0,0.0,0.0
3.648,0.0,0.0,0.0,0.0
3.654,0.0,0.0,0.0,0.0
3.659,0.0,0.0,0.0,0.0
3.664,0.0,0.0,0.0,0.0
3.67,0.0,0.0,0.0,0.0
3.675,0.0,0.0,0.0,0.0
3.681,0.0,0.0,0.0,0.0
3.686,0.0,0.0,0.0,0.0
3.691,0.0,0.0,0.0,0.0
3.696,0.0,0.0,0.0,0.0
3.701,0.0,0.0,0.0,0.0
3.706,0.0,0.0,0.0,0.0
3.711,0.0,0.0,0.0,0.0
3.716,0.0,0.0,0.0,0.0
3.721,0.0,0.0,0.0,0.0
3.726,0.0,0.0,0.0,0.0
3.73,0.0,0.0,0.0,0.0
3.735,0.0,0.0,0.0,0.0
3.741,0.0,0.0,0.0,0.0
3.746,0.0,0.0,0.0,0.0
3.752,0.0,0.0,0.0,0.0
3.757,0.0,0.0,0.0,0.0
3.763,0.0,0.0,0.0,0.0
3.768,0.0,0.0,0.0,0.0
3.773,0.0,0.0,0.0,0.0
3.778,0.0,0.0,0.0,0.0
3.784,0.0,0.0,0.0,0.0
3.789,0.0,0.0,0.003,0.0
3.794,0.0,0.0,0.003,0.0
3.799,0.0,0.0,0.0,0.0
3.805,0.0,0.0,0.0,0.0
3.81,0.0,0.0,0.0,0.0
3.815,0.0,0.0,0.0,0.0
3.821,0.0,0.0,0.0,0.0
3.826,0.0,0.0,0.0,0.0
3.831,0.0,0.0,0.0,0.0
3.836,0.0,0.0,0.0,0.0
3.842,0.0,0.0,0.0,0.0
3.849,0.0,0.0,0.003,0.0
3.855,0.0,0.0,0.003,0.0
3.86,0.0,0.0,0.003,0.0
3.868,0.0,0.0,0.0,0.0
3.874,0.0,0.0,0.0,0.0
3.88,0.0,0.0,0.0,0.0
3.886,0.0,0.0,0.0,0.0
3.891,0.0,0.0,0.0,0.0
3.896,0.0,0.0,0.0,0.0
3.901,0.0,0.0,0.0,0.0
3.906,0.0,0.0,0.0,0.0
3.911,0.0,0.0,0.0,0.0
3.916,0.0,0.0,0.0,0.0
3.921,0.0,0.0,0.0,0.0
3.926,0.0,0.0,0.0,0.0
3.931,0.0,0.0,0.0,0.0
3.936,0.0,0.0,0.0,0.0
3.941,0.0,0.0,0.0,0.0
3.946,0.0,0.0,0.0,0.0
3.951,0.0,0.0,0.0,0.0
3.956,0.0,0.0,0.0,0.0
3.962,0.0,0.0,0.0,0.0
3.968,0.0,0.0,0.0,0.0
3.973,0.0,0.0,0.0,0.0
3.978,0.0,0.0,0.0,0.0
3.983,0.0,0.0,0.0,0.0
3.989,0.0,0.0,0.0,0.0
3.995,0.0,0.0,0.0,0.0
4.0,0.0,0.0,0.0,0.0
4.005,0.0,0.0,0.0,0.0
4.01,0.0,0.0,0.0,0.0
4.016,0.0,0.0,0.0,0.0
4.021,0.0,0.0,0.0,0.0
4.026,0.0,0.0,0.0,0.0
4.031,0.0,0.0,0.0,0.0
4.036,0.0,0.0,0.0,0.0
4.041,0.0,0.0,0.0,0.0
4.049,0.0,0.0,0.0,0.0
4.054,0.0,0.0,0.0,0.0
4.059,0.0,0.0,0.0,0.0
4.064,0.0,0.0,0.0,0.0
4.073,0.0,0.0,0.003,-0.09885983914136887
4.078,0.0,0.0,0.41100000000000003,-0.09885983914136887
4.084,0.0,0.0,0.41100000000000003,-0.09885983914136887
4.089,-0.4487989505128276,-89.75979010256552,0.47700000000000004,-0.09885983914136887
4.094,-0.4487989505128276,0.0,0.47700000000000004,-0.09885983914136887
4.102,-0.8975979010256552,-56.099868814103445,0.433,-0.09885983914136887
4.108,-1.3463968515384828,-74.79982508547127,0.382,-0.09885983914136887
4.115,-1.3463968515384828,0.0,0.382,-0.2490498572587967
4.121,-1.7951958020513104,-74.79982508547127,0.743,-0.2490498572587967
4.128,-2.6927937030769655,-128.2282715750936,0.841,-0.2490498572587967
4.134,-2.6927937030769655,0.0,0.841,-0.2490498572587967
4.14,-3.365992128846207,-112.19973762820689,0.732,-0.2490498572587967
4.147,-3.365992128846207,0.0,0.612,-0.2490498572587967
4.154,-4.263590029871862,-128.2282715750936,0.612,-0.3491765558719635
4.159,-5.161187930897517,-179.51958020513104,0.849,-0.3491765558719635
4.166,-5.161187930897517,0.0,0.849,-0.3491765558719635
4.171,-6.507584782436001,-269.27937030769675,0.812,-0.3491765558719635
4.177,-6.507584782436001,0.0,0.812,-0.3491765558719635
